#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Streptococcus	Unknown	C14257	NZ_FIYU01000008.1	21377	37746	phosphonate	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FIYU01000008.1&start=21377&end=37746
Streptococcus	Unknown	C14257	NZ_FIYU01000009.1	18107	28974	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_FIYU01000009.1&start=18107&end=28974
Streptococcus	Unknown	C14257	NZ_FIYU01000010.1	9893	20190	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FIYU01000010.1&start=9893&end=20190
Streptococcus	Unknown	C14257	NZ_FIYU01000019.1	3501	21435	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FIYU01000019.1&start=3501&end=21435
Streptococcus	Unknown	NCTC8314	NZ_LS483321.1	1144515	1185691	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LS483321.1&start=1144515&end=1185691
Streptococcus	Unknown	NCTC8314	NZ_LS483321.1	1282146	1305913	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_LS483321.1&start=1282146&end=1305913
Streptococcus	Unknown	NCTC8314	NZ_LS483321.1	1445662	1467472	ripp-like	false	ubericin K	25	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_LS483321.1&start=1445662&end=1467472
Streptococcus	Unknown	GPSC131	NZ_LR216066.1	61167	73321	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216066.1&start=61167&end=73321
Streptococcus	Unknown	GPSC131	NZ_LR216066.1	123146	143715	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216066.1&start=123146&end=143715
Streptococcus	Unknown	GPSC131	NZ_LR216066.1	163931	188108	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216066.1&start=163931&end=188108
Streptococcus	Unknown	GPSC131	NZ_LR216066.1	496430	508110	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216066.1&start=496430&end=508110
Streptococcus	Unknown	GPSC131	NZ_LR216066.1	1519038	1560211	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216066.1&start=1519038&end=1560211
Streptococcus	Unknown	GPSC131	NZ_LR216066.1	2009427	2019985	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216066.1&start=2009427&end=2019985
Streptococcus	Unknown	NS7168	NZ_CAAIRQ010000001.1	36586	77762	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAIRQ010000001.1&start=36586&end=77762
Streptococcus	Unknown	NS7168	NZ_CAAIRQ010000002.1	0	6282	ripp-like	true	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAIRQ010000002.1&start=0&end=6282
Streptococcus	Unknown	NS7168	NZ_CAAIRQ010000002.1	199043	222810	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAIRQ010000002.1&start=199043&end=222810
Streptococcus	Unknown	NS7168	NZ_CAAIRQ010000005.1	117749	129572	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAIRQ010000005.1&start=117749&end=129572
Streptococcus	Unknown	NS7168	NZ_CAAIRQ010000007.1	66698	83067	phosphonate	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAIRQ010000007.1&start=66698&end=83067
Streptococcus	cristatus	NCTC 12479	NZ_LS483383.1	319235	331389	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LS483383.1&start=319235&end=331389
Streptococcus	Unknown	SMRU2724	NZ_CLND01000002.1	92378	132338	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLND01000002.1&start=92378&end=132338
Streptococcus	Unknown	SMRU2724	NZ_CLND01000007.1	17711	41888	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLND01000007.1&start=17711&end=41888
Streptococcus	Unknown	SMRU2724	NZ_CLND01000008.1	44430	54727	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLND01000008.1&start=44430&end=54727
Streptococcus	Unknown	SMRU2724	NZ_CLND01000013.1	22032	32899	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CLND01000013.1&start=22032&end=32899
Streptococcus	Unknown	SMRU2724	NZ_CLND01000022.1	24127	37306	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLND01000022.1&start=24127&end=37306
Streptococcus	Unknown	SMRU2724	NZ_CLND01000030.1	14053	25333	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLND01000030.1&start=14053&end=25333
Streptococcus	Unknown	SMRU2724	NZ_CLND01000049.1	0	5709	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLND01000049.1&start=0&end=5709
Streptococcus	Unknown	2842STDY5643803	NZ_FDZA01000001.1	40126	58063	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FDZA01000001.1&start=40126&end=58063
Streptococcus	Unknown	2842STDY5643803	NZ_FDZA01000001.1	107881	118169	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FDZA01000001.1&start=107881&end=118169
Streptococcus	Unknown	2842STDY5643803	NZ_FDZA01000002.1	23870	65043	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FDZA01000002.1&start=23870&end=65043
Streptococcus	Unknown	2842STDY5643803	NZ_FDZA01000007.1	76914	87211	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FDZA01000007.1&start=76914&end=87211
Streptococcus	Unknown	2842STDY5643803	NZ_FDZA01000018.1	22666	38379	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_FDZA01000018.1&start=22666&end=38379
Streptococcus	Unknown	2842STDY5643803	NZ_FDZA01000029.1	2332	11071	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FDZA01000029.1&start=2332&end=11071
Streptococcus	Unknown	SMRU2115	NZ_CLGD01000001.1	35622	48721	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLGD01000001.1&start=35622&end=48721
Streptococcus	Unknown	SMRU2115	NZ_CLGD01000002.1	97266	110169	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLGD01000002.1&start=97266&end=110169
Streptococcus	Unknown	SMRU2115	NZ_CLGD01000003.1	0	21683	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLGD01000003.1&start=0&end=21683
Streptococcus	Unknown	SMRU2115	NZ_CLGD01000010.1	59072	69369	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLGD01000010.1&start=59072&end=69369
Streptococcus	Unknown	SMRU2115	NZ_CLGD01000011.1	3795	14095	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLGD01000011.1&start=3795&end=14095
Streptococcus	Unknown	SMRU2115	NZ_CLGD01000025.1	20288	28836	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLGD01000025.1&start=20288&end=28836
Streptococcus	Unknown	SMRU2115	NZ_CLGD01000038.1	1217	17559	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLGD01000038.1&start=1217&end=17559
Streptococcus	Unknown	SMRU2441	NZ_CLOT01000001.1	182478	192682	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLOT01000001.1&start=182478&end=192682
Streptococcus	Unknown	SMRU2441	NZ_CLOT01000003.1	61296	71593	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLOT01000003.1&start=61296&end=71593
Streptococcus	Unknown	SMRU2441	NZ_CLOT01000005.1	33899	56509	lanthipeptide-class-iv	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLOT01000005.1&start=33899&end=56509
Streptococcus	Unknown	SMRU2441	NZ_CLOT01000005.1	94245	104545	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLOT01000005.1&start=94245&end=104545
Streptococcus	Unknown	SMRU2441	NZ_CLOT01000006.1	13285	54458	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLOT01000006.1&start=13285&end=54458
Streptococcus	Unknown	SMRU2441	NZ_CLOT01000008.1	23384	36483	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLOT01000008.1&start=23384&end=36483
Streptococcus	Unknown	SMRU2441	NZ_CLOT01000013.1	38695	44407	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CLOT01000013.1&start=38695&end=44407
Streptococcus	Unknown	TVO_1901927	NZ_CP035258.1	53361	68878	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035258.1&start=53361&end=68878
Streptococcus	Unknown	TVO_1901927	NZ_CP035258.1	119970	132190	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035258.1&start=119970&end=132190
Streptococcus	Unknown	TVO_1901927	NZ_CP035258.1	484184	495417	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035258.1&start=484184&end=495417
Streptococcus	Unknown	TVO_1901927	NZ_CP035258.1	625968	636268	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035258.1&start=625968&end=636268
Streptococcus	Unknown	TVO_1901927	NZ_CP035258.1	1227120	1249730	lanthipeptide-class-iv	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035258.1&start=1227120&end=1249730
Streptococcus	Unknown	TVO_1901927	NZ_CP035258.1	1571229	1612402	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035258.1&start=1571229&end=1612402
Streptococcus	Unknown	TVO_1901927	NZ_CP035258.1	1844412	1854709	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP035258.1&start=1844412&end=1854709
Streptococcus	gallolyticus	DSM 16831	NZ_CP018822.1	1346916	1388095	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP018822.1&start=1346916&end=1388095
Streptococcus	gallolyticus	DSM 16831	NZ_CP018822.1	2219411	2232637	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP018822.1&start=2219411&end=2232637
Streptococcus	gallolyticus	DSM 16831	NZ_CP018822.1	2361929	2383968	lap	false	mutanocyclin/leuvalin/tyrvalin	15	BGC0002287	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP018822.1&start=2361929&end=2383968
Streptococcus	Unknown	2842STDY5753657	NZ_FEIE01000001.1	30501	71674	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FEIE01000001.1&start=30501&end=71674
Streptococcus	Unknown	2842STDY5753657	NZ_FEIE01000002.1	143527	155747	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FEIE01000002.1&start=143527&end=155747
Streptococcus	Unknown	2842STDY5753657	NZ_FEIE01000002.1	205971	223895	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FEIE01000002.1&start=205971&end=223895
Streptococcus	Unknown	2842STDY5753657	NZ_FEIE01000002.1	288586	298883	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FEIE01000002.1&start=288586&end=298883
Streptococcus	Unknown	2842STDY5753657	NZ_FEIE01000004.1	184138	198377	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_FEIE01000004.1&start=184138&end=198377
Streptococcus	Unknown	2842STDY5753657	NZ_FEIE01000020.1	1733	7540	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FEIE01000020.1&start=1733&end=7540
Streptococcus	Unknown	GPSC55	NZ_LR536843.1	32037	45138	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR536843.1&start=32037&end=45138
Streptococcus	Unknown	GPSC55	NZ_LR536843.1	94882	114879	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR536843.1&start=94882&end=114879
Streptococcus	Unknown	GPSC55	NZ_LR536843.1	496606	509271	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR536843.1&start=496606&end=509271
Streptococcus	Unknown	GPSC55	NZ_LR536843.1	1438029	1479202	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR536843.1&start=1438029&end=1479202
Streptococcus	Unknown	GPSC55	NZ_LR536843.1	1762654	1785645	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR536843.1&start=1762654&end=1785645
Streptococcus	Unknown	AM110-166	NZ_JAQDTD010000001.1	238151	279327	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAQDTD010000001.1&start=238151&end=279327
Streptococcus	Unknown	2842STDY5881910	NZ_FEOS01000001.1	16005	29104	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FEOS01000001.1&start=16005&end=29104
Streptococcus	Unknown	2842STDY5881910	NZ_FEOS01000001.1	79418	97753	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FEOS01000001.1&start=79418&end=97753
Streptococcus	Unknown	2842STDY5881910	NZ_FEOS01000002.1	174526	197136	lanthipeptide-class-iv	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FEOS01000002.1&start=174526&end=197136
Streptococcus	Unknown	2842STDY5881910	NZ_FEOS01000003.1	44304	67295	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FEOS01000003.1&start=44304&end=67295
Streptococcus	Unknown	2842STDY5881910	NZ_FEOS01000010.1	25402	66575	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FEOS01000010.1&start=25402&end=66575
Streptococcus	Unknown	2842STDY5881910	NZ_FEOS01000014.1	43512	48824	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FEOS01000014.1&start=43512&end=48824
Streptococcus	Unknown	2842STDY5881910	NZ_FEOS01000026.1	14696	20969	ripp-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FEOS01000026.1&start=14696&end=20969
Streptococcus	Unknown	GPSC17	NZ_LR216036.1	42732	55831	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216036.1&start=42732&end=55831
Streptococcus	Unknown	GPSC17	NZ_LR216036.1	105332	115620	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216036.1&start=105332&end=115620
Streptococcus	Unknown	GPSC17	NZ_LR216036.1	139847	164024	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216036.1&start=139847&end=164024
Streptococcus	Unknown	GPSC17	NZ_LR216036.1	508398	519265	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216036.1&start=508398&end=519265
Streptococcus	Unknown	GPSC17	NZ_LR216036.1	1546881	1588054	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216036.1&start=1546881&end=1588054
Streptococcus	Unknown	GPSC17	NZ_LR216036.1	1809936	1820233	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LR216036.1&start=1809936&end=1820233
Streptococcus	Unknown	ATCC 700065	NZ_FOLZ01000001.1	833133	874312	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FOLZ01000001.1&start=833133&end=874312
Streptococcus	Unknown	ATCC 700065	NZ_FOLZ01000002.1	583732	596958	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FOLZ01000002.1&start=583732&end=596958
Streptococcus	Unknown	ATCC 700065	NZ_FOLZ01000003.1	107123	128260	rre-containing	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FOLZ01000003.1&start=107123&end=128260
Streptococcus	Unknown	ATCC 700065	NZ_FOLZ01000004.1	119889	141928	lap	false	mutanocyclin/leuvalin/tyrvalin	15	BGC0002287	https://antismash-db.secondarymetabolites.org/area?record=NZ_FOLZ01000004.1&start=119889&end=141928
Streptococcus	Unknown	NS226	NZ_CAAJFC010000001.1	28826	70002	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAJFC010000001.1&start=28826&end=70002
Streptococcus	Unknown	NS226	NZ_CAAJFC010000001.1	158557	182787	lanthipeptide-class-i	false	streptin	90	BGC0000556	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAJFC010000001.1&start=158557&end=182787
Streptococcus	Unknown	NS226	NZ_CAAJFC010000002.1	67803	91570	lap	false	streptolysin S	100	BGC0000566	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAJFC010000002.1&start=67803&end=91570
Streptococcus	Unknown	NS226	NZ_CAAJFC010000002.1	241446	253664	ripp-like	false	ubericin K	25	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_CAAJFC010000002.1&start=241446&end=253664
Streptococcus	Unknown	1001270H_150608_C6	NZ_JADPCZ010000011.1	0	21039	lanthipeptide-class-ii	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JADPCZ010000011.1&start=0&end=21039
Streptococcus	Unknown	1001270H_150608_C6	NZ_JADPCZ010000018.1	3446	29852	t3pks	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JADPCZ010000018.1&start=3446&end=29852
Streptococcus	Unknown	1001270H_150608_C6	NZ_JADPCZ010000002.1	136449	148603	ripp-like	false	ubericin K	12	BGC0002585	https://antismash-db.secondarymetabolites.org/area?record=NZ_JADPCZ010000002.1&start=136449&end=148603
Streptococcus	Unknown	A14000640	NZ_JAKUWK010000003.1	49522	61676	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUWK010000003.1&start=49522&end=61676
Streptococcus	Unknown	A14000640	NZ_JAKUWK010000005.1	147044	188217	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUWK010000005.1&start=147044&end=188217
Streptococcus	Unknown	A14000640	NZ_JAKUWK010000007.1	256880	267165	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JAKUWK010000007.1&start=256880&end=267165
Streptococcus	Unknown	2785	NZ_VMLQ01000011.1	42506	55197	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_VMLQ01000011.1&start=42506&end=55197
Streptococcus	Unknown	2785	NZ_VMLQ01000015.1	12204	60595	ras-ripp t3pks hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_VMLQ01000015.1&start=12204&end=60595
Streptococcus	Unknown	2785	NZ_VMLQ01000017.1	54946	65249	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_VMLQ01000017.1&start=54946&end=65249
Streptococcus	Unknown	2785	NZ_VMLQ01000006.1	85156	104517	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_VMLQ01000006.1&start=85156&end=104517
Streptococcus	Unknown	9.1	NZ_JACLQS010000001.1	332530	373697	t3pks	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JACLQS010000001.1&start=332530&end=373697
Streptococcus	Unknown	9.1	NZ_JACLQS010000002.1	128311	140408	ripp-like	false	quinolidomicin A	3	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_JACLQS010000002.1&start=128311&end=140408
